image,modal,split,image_path,mask_path,width,height,scale,global_hfr,full_power,high_power
gas_b2acc0b5d3c23479,NBI,train,dataset\NBI\train\images\gas_b2acc0b5d3c23479.jpg,dataset\NBI\train\masks\gas_b2acc0b5d3c23479.png,1156,1007,0.2824249267578125,0.0005550464298445219,666258390.3785928,369804.34093359567
gas_b2c0bcac95da5fc6,NBI,train,dataset\NBI\train\images\gas_b2c0bcac95da5fc6.jpg,dataset\NBI\train\masks\gas_b2c0bcac95da5fc6.png,1158,1009,0.2132568359375,0.0015569906608362914,403179603.620761,627746.8774772027
gas_b2d811d112a8550,NBI,train,dataset\NBI\train\images\gas_b2d811d112a8550.jpg,dataset\NBI\train\masks\gas_b2d811d112a8550.png,548,464,0.3890838623046875,0.00022970521807821388,440207882.03921574,101118.0475435667
gas_b300f843b71092c,NBI,train,dataset\NBI\train\images\gas_b300f843b71092c.jpg,dataset\NBI\train\masks\gas_b300f843b71092c.png,390,366,0.227081298828125,0.00016666118044587327,432833452.8359245,72136.53418609839
gas_b31e1bda66c2b210,NBI,train,dataset\NBI\train\images\gas_b31e1bda66c2b210.jpg,dataset\NBI\train\masks\gas_b31e1bda66c2b210.png,531,480,0.0872039794921875,0.0006852076869781485,483464967.9723182,331273.91243927676
gas_b3462a6406d93565,NBI,train,dataset\NBI\train\images\gas_b3462a6406d93565.jpg,dataset\NBI\train\masks\gas_b3462a6406d93565.png,1158,1009,0.3847808837890625,0.00024258261518036618,861307674.6964397,208938.26820278246
gas_b34b1d8cbe26fe11,NBI,train,dataset\NBI\train\images\gas_b34b1d8cbe26fe11.jpg,dataset\NBI\train\masks\gas_b34b1d8cbe26fe11.png,1158,1008,0.16192626953125,0.0009827752469834848,537252564.8392464,527998.5221024011
gas_b3d803215a52f963,NBI,train,dataset\NBI\train\images\gas_b3d803215a52f963.jpg,dataset\NBI\train\masks\gas_b3d803215a52f963.png,1158,1009,0.078369140625,0.0005312471617200193,879912201.6809535,467450.85970581975
gas_b3f013317ac8f721,NBI,train,dataset\NBI\train\images\gas_b3f013317ac8f721.jpg,dataset\NBI\train\masks\gas_b3f013317ac8f721.png,1156,1006,0.401641845703125,0.0002520122713389318,1052334427.3647362,265201.1892483413
gas_b40a772a659250aa,NBI,train,dataset\NBI\train\images\gas_b40a772a659250aa.jpg,dataset\NBI\train\masks\gas_b40a772a659250aa.png,561,480,0.446044921875,0.00041457166450734615,620782055.4255748,257358.65001407213
gas_b41002bcc042cce1,NBI,train,dataset\NBI\train\images\gas_b41002bcc042cce1.jpg,dataset\NBI\train\masks\gas_b41002bcc042cce1.png,1162,1007,0.1854400634765625,0.00031368930374845453,1591938145.715033,499373.96853995445
gas_b42040d66fc5a9f4,NBI,train,dataset\NBI\train\images\gas_b42040d66fc5a9f4.jpg,dataset\NBI\train\masks\gas_b42040d66fc5a9f4.png,1158,1008,0.5427703857421875,0.0011124295397463024,368563810.93548626,410001.2705661062
gas_b450201fafaa2709,NBI,train,dataset\NBI\train\images\gas_b450201fafaa2709.jpg,dataset\NBI\train\masks\gas_b450201fafaa2709.png,404,365,0.173004150390625,0.0004275311842344953,533628583.78482145,228142.86036690132
gas_b453ad04cf86528,NBI,train,dataset\NBI\train\images\gas_b453ad04cf86528.jpg,dataset\NBI\train\masks\gas_b453ad04cf86528.png,1158,1009,0.123321533203125,0.0005739431298340166,909444764.1944479,521969.5743729207
gas_b46c34abf6f74b61,NBI,train,dataset\NBI\train\images\gas_b46c34abf6f74b61.jpg,dataset\NBI\train\masks\gas_b46c34abf6f74b61.png,515,479,0.1666107177734375,0.0004653206898188812,915158199.2255288,425842.04455702816
gas_b46cb68681ee7d07,NBI,train,dataset\NBI\train\images\gas_b46cb68681ee7d07.jpg,dataset\NBI\train\masks\gas_b46cb68681ee7d07.png,1158,1008,0.2684326171875,0.0007113745132539533,644852754.472157,458731.81433310173
gas_b48c141e01772260,NBI,train,dataset\NBI\train\images\gas_b48c141e01772260.jpg,dataset\NBI\train\masks\gas_b48c141e01772260.png,531,466,0.0848236083984375,0.0017368016236810288,676373949.8356632,1174727.3742901306
gas_b4cfae48dce3674c,NBI,train,dataset\NBI\train\images\gas_b4cfae48dce3674c.jpg,dataset\NBI\train\masks\gas_b4cfae48dce3674c.png,1371,903,0.0887603759765625,0.00010207436342396366,659385679.1916952,67306.37345437022
gas_b4ddcdbfe1fd2ca1,NBI,train,dataset\NBI\train\images\gas_b4ddcdbfe1fd2ca1.jpg,dataset\NBI\train\masks\gas_b4ddcdbfe1fd2ca1.png,1158,1008,0.5279083251953125,0.00046099890523155444,1290204255.7938023,594782.7494460352
gas_b4ebd9f33d1d553e,NBI,train,dataset\NBI\train\images\gas_b4ebd9f33d1d553e.jpg,dataset\NBI\train\masks\gas_b4ebd9f33d1d553e.png,1158,1009,0.2763519287109375,0.0009241893825663079,808412352.1072818,747126.1125530055
gas_b4fcd1c99f7bf1a7,NBI,train,dataset\NBI\train\images\gas_b4fcd1c99f7bf1a7.jpg,dataset\NBI\train\masks\gas_b4fcd1c99f7bf1a7.png,1158,1009,0.1037139892578125,0.0011310831622650156,705604607.3228451,798097.4905594883
gas_b505900c8b0968f4,NBI,train,dataset\NBI\train\images\gas_b505900c8b0968f4.jpg,dataset\NBI\train\masks\gas_b505900c8b0968f4.png,1158,1009,0.278778076171875,0.0005137570137536767,622031297.0639597,319572.9416409061
gas_b51584eb0c6a1b0a,NBI,train,dataset\NBI\train\images\gas_b51584eb0c6a1b0a.jpg,dataset\NBI\train\masks\gas_b51584eb0c6a1b0a.png,1156,1006,0.4096832275390625,0.00037224515688715344,1241152901.553064,462013.15655956604
gas_b538f0e3a64d4b07,NBI,train,dataset\NBI\train\images\gas_b538f0e3a64d4b07.jpg,dataset\NBI\train\masks\gas_b538f0e3a64d4b07.png,1158,1009,0.1082000732421875,0.0005679372928449966,485110603.38860434,275512.4028189268
gas_b540b208f0df8461,NBI,train,dataset\NBI\train\images\gas_b540b208f0df8461.jpg,dataset\NBI\train\masks\gas_b540b208f0df8461.png,1156,957,0.2539215087890625,0.00026452900909578326,900611316.6734025,238237.81918006385
gas_b54561a1572d8a82,NBI,train,dataset\NBI\train\images\gas_b54561a1572d8a82.jpg,dataset\NBI\train\masks\gas_b54561a1572d8a82.png,1157,1007,0.2940826416015625,0.0002989570669339856,575624797.3922644,172087.10108286107
gas_b564a1755b98ee7a,NBI,train,dataset\NBI\train\images\gas_b564a1755b98ee7a.jpg,dataset\NBI\train\masks\gas_b564a1755b98ee7a.png,1158,1007,0.3403472900390625,0.00031133708680811887,413827821.3428068,128839.94833702015
gas_b5655c085e108203,NBI,train,dataset\NBI\train\images\gas_b5655c085e108203.jpg,dataset\NBI\train\masks\gas_b5655c085e108203.png,530,466,0.0475616455078125,0.00222711182754715,616947877.4147787,1374011.914770563
gas_b5d0e192f6a44fda,NBI,train,dataset\NBI\train\images\gas_b5d0e192f6a44fda.jpg,dataset\NBI\train\masks\gas_b5d0e192f6a44fda.png,1156,1006,0.377777099609375,0.00040912260070101605,707012130.1175855,289254.64140087174
gas_b5da4cbc83771c25,NBI,train,dataset\NBI\train\images\gas_b5da4cbc83771c25.jpg,dataset\NBI\train\masks\gas_b5da4cbc83771c25.png,548,464,0.4701690673828125,9.586220193180228e-05,940941245.859285,90200.6997165244
gas_b5f1a0f88e85e7c8,NBI,train,dataset\NBI\train\images\gas_b5f1a0f88e85e7c8.jpg,dataset\NBI\train\masks\gas_b5f1a0f88e85e7c8.png,1158,1009,0.230316162109375,0.0008140117599321259,882054118.724798,718002.4255385532
gas_b61df1ceacff68d0,NBI,train,dataset\NBI\train\images\gas_b61df1ceacff68d0.jpg,dataset\NBI\train\masks\gas_b61df1ceacff68d0.png,283,328,0.3619537353515625,0.0004539974817932928,840771226.0527488,381708.01939220726
gas_b670015c10e41c1,NBI,train,dataset\NBI\train\images\gas_b670015c10e41c1.jpg,dataset\NBI\train\masks\gas_b670015c10e41c1.png,1156,1008,0.4962615966796875,0.0011189377428125413,710098244.2942252,794555.7266457289
gas_b69bdcf003a58a80,NBI,train,dataset\NBI\train\images\gas_b69bdcf003a58a80.jpg,dataset\NBI\train\masks\gas_b69bdcf003a58a80.png,1158,1009,0.07086181640625,0.0014244984271277003,756699216.3137255,1077916.8434476655
gas_b6abf7d7a09860b2,NBI,train,dataset\NBI\train\images\gas_b6abf7d7a09860b2.jpg,dataset\NBI\train\masks\gas_b6abf7d7a09860b2.png,1156,1007,0.5049896240234375,0.0006386059090528157,736279098.7313805,470192.183161941
gas_b6c75907c4dc57e1,NBI,train,dataset\NBI\train\images\gas_b6c75907c4dc57e1.jpg,dataset\NBI\train\masks\gas_b6c75907c4dc57e1.png,561,480,0.6770477294921875,0.0011742955174695072,456886993.09127253,536520.3479772031
gas_b6f699336b9c1b0,NBI,train,dataset\NBI\train\images\gas_b6f699336b9c1b0.jpg,dataset\NBI\train\masks\gas_b6f699336b9c1b0.png,1158,1008,0.721771240234375,0.00034025327951968306,556090059.3275818,189211.46639450482
gas_b70cc4c249a0da7c,NBI,train,dataset\NBI\train\images\gas_b70cc4c249a0da7c.jpg,dataset\NBI\train\masks\gas_b70cc4c249a0da7c.png,557,480,0.1099090576171875,0.0004622416111221902,542746780.5645214,250880.1462795262
gas_b71117346df3fa6c,NBI,train,dataset\NBI\train\images\gas_b71117346df3fa6c.jpg,dataset\NBI\train\masks\gas_b71117346df3fa6c.png,558,478,0.18292236328125,0.00030571413892542293,430559788.5268742,131628.21500540554
gas_b715f041849ba83a,NBI,train,dataset\NBI\train\images\gas_b715f041849ba83a.jpg,dataset\NBI\train\masks\gas_b715f041849ba83a.png,557,480,0.157958984375,0.0010122817090468654,515004385.41779304,521329.51943735406
gas_b7199abd0be14028,NBI,train,dataset\NBI\train\images\gas_b7199abd0be14028.jpg,dataset\NBI\train\masks\gas_b7199abd0be14028.png,1158,993,0.417236328125,0.0008704955277151206,894631195.2239906,778772.4543969168
gas_b71d5a9391e378e,NBI,train,dataset\NBI\train\images\gas_b71d5a9391e378e.jpg,dataset\NBI\train\masks\gas_b71d5a9391e378e.png,549,481,0.5558929443359375,0.00011406264059174028,782910306.506359,89300.81690660404
gas_b71e24a6a1078672,NBI,train,dataset\NBI\train\images\gas_b71e24a6a1078672.jpg,dataset\NBI\train\masks\gas_b71e24a6a1078672.png,1156,1007,0.5673980712890625,0.0004931146897743286,862703451.9080354,425411.7450548733
gas_b722e58144746ce4,NBI,train,dataset\NBI\train\images\gas_b722e58144746ce4.jpg,dataset\NBI\train\masks\gas_b722e58144746ce4.png,566,478,0.1642913818359375,0.00023887724806425888,621515360.1796232,148465.87886937507
gas_b72c5fec7c347e13,NBI,train,dataset\NBI\train\images\gas_b72c5fec7c347e13.jpg,dataset\NBI\train\masks\gas_b72c5fec7c347e13.png,1158,1008,0.170867919921875,0.0004418244025924035,610282006.0075357,269637.48271717306
gas_b738b754547f673e,NBI,train,dataset\NBI\train\images\gas_b738b754547f673e.jpg,dataset\NBI\train\masks\gas_b738b754547f673e.png,1157,1007,0.6949310302734375,0.000596520792340896,966941052.6240675,576800.4428582488
gas_b73d157791bf1af4,NBI,train,dataset\NBI\train\images\gas_b73d157791bf1af4.jpg,dataset\NBI\train\masks\gas_b73d157791bf1af4.png,1156,1007,0.1821136474609375,0.00045144210152054623,704635250.0100582,318102.01806999615
gas_b762d0cb163faf1c,NBI,train,dataset\NBI\train\images\gas_b762d0cb163faf1c.jpg,dataset\NBI\train\masks\gas_b762d0cb163faf1c.png,1156,1006,0.3147735595703125,0.0003905746128405739,1226592831.1722565,479076.02014812746
gas_b76f71e84ce9fef9,NBI,train,dataset\NBI\train\images\gas_b76f71e84ce9fef9.jpg,dataset\NBI\train\masks\gas_b76f71e84ce9fef9.png,1158,1008,0.243927001953125,0.0003173077472498545,710348910.8014456,225399.21264779454
gas_b7779df7e02f4048,NBI,train,dataset\NBI\train\images\gas_b7779df7e02f4048.jpg,dataset\NBI\train\masks\gas_b7779df7e02f4048.png,1158,1009,0.22259521484375,0.0005647535897064749,869621382.682968,491121.7975557144
gas_b7b74b8388fa1f5a,NBI,train,dataset\NBI\train\images\gas_b7b74b8388fa1f5a.jpg,dataset\NBI\train\masks\gas_b7b74b8388fa1f5a.png,1030,896,0.0479278564453125,0.00027085479676459013,621736757.4676818,168400.3830849842
gas_b7d44c223d7a6ae6,NBI,train,dataset\NBI\train\images\gas_b7d44c223d7a6ae6.jpg,dataset\NBI\train\masks\gas_b7d44c223d7a6ae6.png,532,476,0.088348388671875,0.00018183586893500672,1044975620.9763013,190014.050056124
gas_b7f503196b55c7e3,NBI,train,dataset\NBI\train\images\gas_b7f503196b55c7e3.jpg,dataset\NBI\train\masks\gas_b7f503196b55c7e3.png,1134,1007,0.1281280517578125,0.0010084874540847678,204689245.41982317,206426.5359919697
gas_b800304d08531f7e,NBI,train,dataset\NBI\train\images\gas_b800304d08531f7e.jpg,dataset\NBI\train\masks\gas_b800304d08531f7e.png,939,818,0.459686279296875,0.00029890121622239233,1042770289.4746325,311685.30776454374
gas_b81a0962be80ce8e,NBI,train,dataset\NBI\train\images\gas_b81a0962be80ce8e.jpg,dataset\NBI\train\masks\gas_b81a0962be80ce8e.png,1156,1007,0.3326416015625,0.000635380429827564,372955723.73899263,236968.76805593137
gas_b8313582328a3d52,NBI,train,dataset\NBI\train\images\gas_b8313582328a3d52.jpg,dataset\NBI\train\masks\gas_b8313582328a3d52.png,1028,895,0.6172332763671875,0.0006656300317434855,477392216.26242214,317766.59606484894
gas_b8348849142afa72,NBI,train,dataset\NBI\train\images\gas_b8348849142afa72.jpg,dataset\NBI\train\masks\gas_b8348849142afa72.png,1156,1007,0.1378631591796875,0.0003670864549765582,975414813.582222,358061.56604951824
gas_b8b82c8e98f52eb8,NBI,train,dataset\NBI\train\images\gas_b8b82c8e98f52eb8.jpg,dataset\NBI\train\masks\gas_b8b82c8e98f52eb8.png,1156,1006,0.0931243896484375,0.0003991175856259992,1019025945.094102,406711.17489621
gas_b8ba6d022a20c882,NBI,train,dataset\NBI\train\images\gas_b8ba6d022a20c882.jpg,dataset\NBI\train\masks\gas_b8ba6d022a20c882.png,1158,1009,0.445037841796875,0.0011601605792879528,571630037.2841214,663182.6351939404
gas_b90be8e3984e47eb,NBI,train,dataset\NBI\train\images\gas_b90be8e3984e47eb.jpg,dataset\NBI\train\masks\gas_b90be8e3984e47eb.png,1158,1121,0.36981201171875,0.0013932863772106198,458840659.29793155,639296.4399101473
gas_b91a5be0c082d217,NBI,train,dataset\NBI\train\images\gas_b91a5be0c082d217.jpg,dataset\NBI\train\masks\gas_b91a5be0c082d217.png,1031,896,0.3188323974609375,0.00033308011453750706,1123009108.904206,374052.0026204767
gas_b9349084fd94f03f,NBI,train,dataset\NBI\train\images\gas_b9349084fd94f03f.jpg,dataset\NBI\train\masks\gas_b9349084fd94f03f.png,1156,1006,0.7852020263671875,0.0002827563304203097,862676936.1583393,243927.36480636778
gas_b94631b5afff03f,NBI,train,dataset\NBI\train\images\gas_b94631b5afff03f.jpg,dataset\NBI\train\masks\gas_b94631b5afff03f.png,1156,1007,0.8714599609375,0.0002175380592379799,846728335.0686659,184195.63871264353
gas_b972e74a89a5507c,NBI,train,dataset\NBI\train\images\gas_b972e74a89a5507c.jpg,dataset\NBI\train\masks\gas_b972e74a89a5507c.png,525,481,0.06414794921875,0.0001621235884157924,1167855649.1963398,189336.94859936542
gas_b98ce6ee153dd26c,NBI,train,dataset\NBI\train\images\gas_b98ce6ee153dd26c.jpg,dataset\NBI\train\masks\gas_b98ce6ee153dd26c.png,1068,1008,0.3022308349609375,0.0008494591501875891,548405765.0314186,465848.2951215635
gas_b9924b5a08d85abd,NBI,train,dataset\NBI\train\images\gas_b9924b5a08d85abd.jpg,dataset\NBI\train\masks\gas_b9924b5a08d85abd.png,542,480,0.61846923828125,0.00014270139439373673,758462186.618439,108233.6116253738
gas_b9ba6bc872aac37d,NBI,train,dataset\NBI\train\images\gas_b9ba6bc872aac37d.jpg,dataset\NBI\train\masks\gas_b9ba6bc872aac37d.png,1158,1009,0.3376312255859375,0.0010299165457116643,528111685.1957863,543910.9625668101
gas_ba05acf8a179f707,NBI,train,dataset\NBI\train\images\gas_ba05acf8a179f707.jpg,dataset\NBI\train\masks\gas_ba05acf8a179f707.png,514,479,0.1472015380859375,0.00041281982590868664,795396612.2440294,328355.49099493935
gas_ba1c5414375043fc,NBI,train,dataset\NBI\train\images\gas_ba1c5414375043fc.jpg,dataset\NBI\train\masks\gas_ba1c5414375043fc.png,1156,1007,0.460845947265625,0.0003726341383363452,854320652.1966625,318349.0400942478
gas_ba62ed9b4494c539,NBI,train,dataset\NBI\train\images\gas_ba62ed9b4494c539.jpg,dataset\NBI\train\masks\gas_ba62ed9b4494c539.png,1156,1007,0.5982208251953125,0.0009982079157652912,459157859.5850826,458335.01002367755
gas_ba72fb786d334380,NBI,train,dataset\NBI\train\images\gas_ba72fb786d334380.jpg,dataset\NBI\train\masks\gas_ba72fb786d334380.png,1158,1009,0.285552978515625,0.0014903089397006364,341463982.03275675,508886.82500919484
gas_baa10bb8c1b71113,NBI,train,dataset\NBI\train\images\gas_baa10bb8c1b71113.jpg,dataset\NBI\train\masks\gas_baa10bb8c1b71113.png,1158,1008,0.066375732421875,0.0005467247154957694,452661942.35152626,247481.47164790053
gas_bab1bf8288d45381,NBI,train,dataset\NBI\train\images\gas_bab1bf8288d45381.jpg,dataset\NBI\train\masks\gas_bab1bf8288d45381.png,1158,1010,0.276031494140625,0.0007959794375664633,1219136427.7965703,970407.5281143012
gas_bb1d92f544ef4a8a,NBI,train,dataset\NBI\train\images\gas_bb1d92f544ef4a8a.jpg,dataset\NBI\train\masks\gas_bb1d92f544ef4a8a.png,562,480,0.20635986328125,0.00020564009003621296,1353707974.607182,278376.6297809604
gas_bb2353c05ebc7121,NBI,train,dataset\NBI\train\images\gas_bb2353c05ebc7121.jpg,dataset\NBI\train\masks\gas_bb2353c05ebc7121.png,1158,1008,0.2422943115234375,0.0021475284599848043,700935713.8341255,1505279.394078549
gas_bb2959bbf5df84c9,NBI,train,dataset\NBI\train\images\gas_bb2959bbf5df84c9.jpg,dataset\NBI\train\masks\gas_bb2959bbf5df84c9.png,939,818,0.266937255859375,0.000990635401934281,668431180.1444986,662171.590807851
gas_bb6f636380bc0986,NBI,train,dataset\NBI\train\images\gas_bb6f636380bc0986.jpg,dataset\NBI\train\masks\gas_bb6f636380bc0986.png,773,956,0.1671600341796875,0.0005068703369064848,1083145082.4744942,549014.1128724491
gas_bb70fbbae8be8ee5,NBI,train,dataset\NBI\train\images\gas_bb70fbbae8be8ee5.jpg,dataset\NBI\train\masks\gas_bb70fbbae8be8ee5.png,856,773,0.8000030517578125,0.00022159918407247997,1011846229.1168011,224224.29877909875
gas_bbc9cb6de9fc8245,NBI,train,dataset\NBI\train\images\gas_bbc9cb6de9fc8245.jpg,dataset\NBI\train\masks\gas_bbc9cb6de9fc8245.png,1158,1009,0.287811279296875,0.0008997485551031975,589980160.6220373,530833.7970592304
gas_bbe4e5c8b39e3526,NBI,train,dataset\NBI\train\images\gas_bbe4e5c8b39e3526.jpg,dataset\NBI\train\masks\gas_bbe4e5c8b39e3526.png,1158,1009,0.1505584716796875,0.001219012493553061,710541451.0844753,866158.9060592966
gas_bc365fe934b0e3cb,NBI,train,dataset\NBI\train\images\gas_bc365fe934b0e3cb.jpg,dataset\NBI\train\masks\gas_bc365fe934b0e3cb.png,430,366,0.249847412109375,0.0001587317232214148,1002584813.6262667,159142.01514251833
gas_bc45a72edb95b56d,NBI,train,dataset\NBI\train\images\gas_bc45a72edb95b56d.jpg,dataset\NBI\train\masks\gas_bc45a72edb95b56d.png,525,479,0.154449462890625,0.00016664583066060122,492803215.5410997,82123.60120606187
gas_bc66ef1d0779081e,NBI,train,dataset\NBI\train\images\gas_bc66ef1d0779081e.jpg,dataset\NBI\train\masks\gas_bc66ef1d0779081e.png,562,480,0.7942352294921875,0.0002225983182402204,1718534324.6586385,382542.8505071059
gas_bc870028bd2b9e1,NBI,train,dataset\NBI\train\images\gas_bc870028bd2b9e1.jpg,dataset\NBI\train\masks\gas_bc870028bd2b9e1.png,1146,1007,0.0562591552734375,0.0006863460326422674,392207783.69427145,269190.25630997977
gas_bc97ed223eba7e37,NBI,train,dataset\NBI\train\images\gas_bc97ed223eba7e37.jpg,dataset\NBI\train\masks\gas_bc97ed223eba7e37.png,1158,894,0.3400421142578125,0.0013765750780501498,444024135.2863051,611232.5586878958
gas_bc9e9d853b653a84,NBI,train,dataset\NBI\train\images\gas_bc9e9d853b653a84.jpg,dataset\NBI\train\masks\gas_bc9e9d853b653a84.png,578,560,0.4921417236328125,0.0003315225305653884,883956932.4221761,293051.63914741785
gas_bca793b55a607fc,NBI,train,dataset\NBI\train\images\gas_bca793b55a607fc.jpg,dataset\NBI\train\masks\gas_bca793b55a607fc.png,1157,1007,0.66351318359375,0.00048250359882604996,595676298.785267,287415.95789927273
gas_bcb957034bfa9d9e,NBI,train,dataset\NBI\train\images\gas_bcb957034bfa9d9e.jpg,dataset\NBI\train\masks\gas_bcb957034bfa9d9e.png,1158,1009,0.2327423095703125,0.0005648188141767907,739885869.5937868,417901.45949012623
gas_bcc0d7f8bff08757,NBI,train,dataset\NBI\train\images\gas_bcc0d7f8bff08757.jpg,dataset\NBI\train\masks\gas_bcc0d7f8bff08757.png,1156,1006,0.053131103515625,0.0002399006314340754,681539679.2741252,163501.79940523987
gas_bd0b734611a18a93,NBI,train,dataset\NBI\train\images\gas_bd0b734611a18a93.jpg,dataset\NBI\train\masks\gas_bd0b734611a18a93.png,1156,1007,0.2400360107421875,0.0003204447654076035,952792794.2407386,305317.4634325285
gas_bd1a3c4e41036d82,NBI,train,dataset\NBI\train\images\gas_bd1a3c4e41036d82.jpg,dataset\NBI\train\masks\gas_bd1a3c4e41036d82.png,561,480,0.4181365966796875,0.00010964925636287565,1763618710.4898114,193379.4801128615
gas_bd8d8ff5aee674f2,NBI,train,dataset\NBI\train\images\gas_bd8d8ff5aee674f2.jpg,dataset\NBI\train\masks\gas_bd8d8ff5aee674f2.png,1156,1007,0.8692626953125,0.00046219273959457763,739403721.1661979,341747.0315522302
gas_bd8e646738b75849,NBI,train,dataset\NBI\train\images\gas_bd8e646738b75849.jpg,dataset\NBI\train\masks\gas_bd8e646738b75849.png,562,478,0.2377471923828125,7.405331869586607e-05,1655951269.481707,122628.68710375286
gas_bdbc7f50fe55e103,NBI,train,dataset\NBI\train\images\gas_bdbc7f50fe55e103.jpg,dataset\NBI\train\masks\gas_bdbc7f50fe55e103.png,1158,1008,0.3120574951171875,0.0011153396341164097,633131843.7036834,706157.0389039142
gas_bdbe65e0788e2337,NBI,train,dataset\NBI\train\images\gas_bdbe65e0788e2337.jpg,dataset\NBI\train\masks\gas_bdbe65e0788e2337.png,564,480,0.213623046875,0.0006571811901197241,582636091.1408229,382897.47978263
gas_bdc2102410ea774e,NBI,train,dataset\NBI\train\images\gas_bdc2102410ea774e.jpg,dataset\NBI\train\masks\gas_bdc2102410ea774e.png,1162,1006,0.30938720703125,0.00045820364517018124,649408404.978024,297561.2983650839
gas_bdfc8dc7773a7773,NBI,train,dataset\NBI\train\images\gas_bdfc8dc7773a7773.jpg,dataset\NBI\train\masks\gas_bdfc8dc7773a7773.png,371,479,0.15863037109375,0.00021242306517309855,789521798.907374,167712.64054488312
gas_be5628b4c6942b5f,NBI,train,dataset\NBI\train\images\gas_be5628b4c6942b5f.jpg,dataset\NBI\train\masks\gas_be5628b4c6942b5f.png,1158,1008,0.59429931640625,0.0006739174388601796,633132542.149635,426679.0612645167
gas_be5ba5d4f30bd89c,NBI,train,dataset\NBI\train\images\gas_be5ba5d4f30bd89c.jpg,dataset\NBI\train\masks\gas_be5ba5d4f30bd89c.png,551,480,0.0694732666015625,0.00017240014559102227,1410112233.2168849,243103.5543062725
gas_bea3d7d941a23c92,NBI,train,dataset\NBI\train\images\gas_bea3d7d941a23c92.jpg,dataset\NBI\train\masks\gas_bea3d7d941a23c92.png,1156,1006,0.2907257080078125,0.0002875178411173215,522583847.3104189,150252.17958147562
gas_bea50172560f6dc8,NBI,train,dataset\NBI\train\images\gas_bea50172560f6dc8.jpg,dataset\NBI\train\masks\gas_bea50172560f6dc8.png,551,480,0.0692291259765625,0.00014180915329043084,1826743117.7192779,259048.8948028926
gas_bece186e709119bb,NBI,train,dataset\NBI\train\images\gas_bece186e709119bb.jpg,dataset\NBI\train\masks\gas_bece186e709119bb.png,550,480,0.382537841796875,0.0005791251793578592,935487260.8223919,541764.2277107601
gas_bedb750bd235f58c,NBI,train,dataset\NBI\train\images\gas_bedb750bd235f58c.jpg,dataset\NBI\train\masks\gas_bedb750bd235f58c.png,1156,1007,0.200439453125,0.00048352462703750204,794390383.435294,384107.3138727288
gas_beee34ff09796d0f,NBI,train,dataset\NBI\train\images\gas_beee34ff09796d0f.jpg,dataset\NBI\train\masks\gas_beee34ff09796d0f.png,1157,1007,0.1291351318359375,0.0005186781119776672,643593519.9165858,333817.8717913959
gas_bf02fc75c0bfd2a,NBI,train,dataset\NBI\train\images\gas_bf02fc75c0bfd2a.jpg,dataset\NBI\train\masks\gas_bf02fc75c0bfd2a.png,1157,1007,0.594696044921875,0.0002886974565204079,629321257.645029,181683.44641634414
gas_bf1768b0bedf8a45,NBI,train,dataset\NBI\train\images\gas_bf1768b0bedf8a45.jpg,dataset\NBI\train\masks\gas_bf1768b0bedf8a45.png,1157,1007,0.514007568359375,0.0006484371643109908,405440724.12272197,262902.83344633254
gas_bf1d819aace88d82,NBI,train,dataset\NBI\train\images\gas_bf1d819aace88d82.jpg,dataset\NBI\train\masks\gas_bf1d819aace88d82.png,514,481,0.17669677734375,0.0012972948899297586,731459672.5025762,948918.8953272869
gas_bf2d47e615e94e8e,NBI,train,dataset\NBI\train\images\gas_bf2d47e615e94e8e.jpg,dataset\NBI\train\masks\gas_bf2d47e615e94e8e.png,565,480,0.140411376953125,0.0004472575272811318,758079314.2703882,339056.67958354985
gas_bf42122068708550,NBI,train,dataset\NBI\train\images\gas_bf42122068708550.jpg,dataset\NBI\train\masks\gas_bf42122068708550.png,548,464,0.5489654541015625,0.00014749947878946082,550060692.9032218,81133.6655057949
gas_bf58ad45ec46bf91,NBI,train,dataset\NBI\train\images\gas_bf58ad45ec46bf91.jpg,dataset\NBI\train\masks\gas_bf58ad45ec46bf91.png,1061,1007,0.3807525634765625,0.0005498620724820362,1137392107.6144867,625408.7815176129
gas_bfeeb4727a36f0fe,NBI,train,dataset\NBI\train\images\gas_bfeeb4727a36f0fe.jpg,dataset\NBI\train\masks\gas_bfeeb4727a36f0fe.png,561,480,0.935089111328125,0.0005158539646106718,695786132.3048061,358924.03487055964
gas_c02d4894a9183cb6,NBI,train,dataset\NBI\train\images\gas_c02d4894a9183cb6.jpg,dataset\NBI\train\masks\gas_c02d4894a9183cb6.png,1158,1008,0.3176422119140625,0.0012041256612324832,547528189.3622453,659292.743059238
gas_c0351c80589b4de3,NBI,train,dataset\NBI\train\images\gas_c0351c80589b4de3.jpg,dataset\NBI\train\masks\gas_c0351c80589b4de3.png,551,480,0.1956787109375,0.0004235007295784803,628834030.6183779,266311.6707506595
gas_c0570c65ed71d319,NBI,train,dataset\NBI\train\images\gas_c0570c65ed71d319.jpg,dataset\NBI\train\masks\gas_c0570c65ed71d319.png,564,480,0.158111572265625,0.00020854144204516243,793510893.8427987,165479.90608052304
gas_c059fc7f97f3d9b0,NBI,train,dataset\NBI\train\images\gas_c059fc7f97f3d9b0.jpg,dataset\NBI\train\masks\gas_c059fc7f97f3d9b0.png,1156,1007,0.6762237548828125,0.00021752342602884503,695358097.8166552,151256.67575397957
